Sno,Candidate∇,Constituency,Party,Criminal Case,Education,Total Assets,Liabilities
7790,Usha Verma,HARDOI,SP,0,Post Graduate,"Rs 3,58,59,654","Rs 11,00,000"
7791,Usman,VARANASI,Rashtriya Apna Dal,0,12th Pass,"Rs 8,90,000",Rs 0
7792,Usmanbhai Pirbhai Maghara,AMRELI,IND,0,Literate,"Rs 13,18,800",Rs 0
7793,Utpala Biswas,RANAGHAT,BSP,0,Graduate,"Rs 32,07,000",Rs 0
7794,Uttam Rathod,HINGOLI,IND,0,12th Pass,"Rs 25,00,000","Rs 11,80,000"
7795,Uttamrao Pandurang Rathod,HINGOLI,Bahujan Mukti Party,0,Graduate Professional,"Rs 81,48,200","Rs 4,58,000"
7796,V Govind,KOPPAL,IND,0,5th Pass,"Rs 1,62,000",Rs 0
7797,V M Raghavan,KOZHIKODE,IND,0,10th Pass,"Rs 13,000",Rs 0
7798,V Muniswamy,KOLAR,SP,0,Illiterate,"Rs 4,03,964",Rs 0
7799,V Pattabhi,RAJAMPET,IND,0,10th Pass,Nil,Rs 0
7800,V Rakkamuthu,SIVAGANGA,BSP,0,Illiterate,"Rs 10,000",Rs 0
7801,V S Jayakumar,THIRUVANANTHAPURAM,IND,0,Graduate,"Rs 20,40,500","Rs 16,75,000"
7802,V S Shanavas,PALAKKAD,IND,4,10th Pass,"Rs 14,01,101","Rs 3,33,500"
7803,V V Khalid,ANDAMAN AND NICOBAR ISLANDS,IND,0,8th Pass,"Rs 2,35,000",Rs 0
7804,V Velusamy,MADURAI,DMK,9,Graduate Professional,"Rs 3,87,31,336","Rs 36,00,000"
7805,V. Bala Krishnan,BANGALORE CENTRAL,AAP,0,Graduate Professional,"Rs 1,89,42,53,519","Rs 3,20,000"
7806,V. Balaji,CHENNAI SOUTH,BSP,0,12th Pass,"Rs 4,43,000",Rs 0
7807,V. Chandramohan,CHENNAI CENTRAL,IND,0,12th Pass,"Rs 52,000",Rs 0
7808,V. Dhananjaya Kumar,UDUPI CHIKMAGALUR,JD(S),0,Graduate Professional,"Rs 9,94,77,175",Rs 0
7809,V. Gouri Nagamani,MAHABUBABAD,IND,0,10th Pass,"Rs 49,58,000","Rs 20,00,000"
7810,V. Narayanasamy,PONDICHERRY,INC,0,Post Graduate,"Rs 9,18,69,740","Rs 42,06,223"
7811,V. Rangarajan,PONDICHERRY,AAP,0,Graduate Professional,"Rs 5,79,38,000","Rs 34,00,000"
7812,V. Vijaya,PONDICHERRY,IND,0,12th Pass,"Rs 3,06,000","Rs 2,30,000"
7813,V.andichamy,MADURAI,IND,0,Graduate Professional,"Rs 4,41,200",Rs 0
7814,V.anna Venkatesh,ARANI,Anaithindia Dravidar Samudaya Munnetra Kazhag,0,Graduate,"Rs 8,35,000",Rs 0
7815,V.dinesh Reddy,MALKAJGIRI,Yuvajana Sramika Rythu Congress Party,0,Graduate,"Rs 10,07,29,500",Rs 0
7816,V.elumalai,ARANI,AIADMK,0,Graduate Professional,"Rs 7,04,92,462","Rs 25,000"
7817,V.g.ramdoss,MADURAI,IND,0,Graduate Professional,"Rs 7,70,71,122","Rs 62,90,631"
7818,V.k. Sajeeva,VADAKARA,BJP,2,Graduate Professional,"Rs 25,34,579","Rs 11,25,903"
7819,V.karuppaiah,MADURAI,IND,0,5th Pass,"Rs 67,000",Rs 0
7820,V.manjunath Bhandary,SHIMOGA,INC,0,Doctorate,"Rs 19,46,91,247","Rs 8,96,67,657"
7821,V.moorthy,ARANI,IND,0,5th Pass,"Rs 3,80,500",Rs 0
7822,V.p.eswaran,KALLAKURICHI,DMDK,0,Post Graduate,"Rs 9,80,21,861","Rs 50,00,000"
7823,V.radha Krishna Murthy,VIJAYAWADA,IND,0,Post Graduate,"Rs 1,27,11,000","Rs 1,00,000"
7824,V.ravichandran,KARUR,Ulzaipali Makkal Katchy,0,12th Pass,"Rs 2,80,000",Rs 0
7825,V.sathyabama,TIRUPPUR,AIADMK,2,Post Graduate,"Rs 2,81,08,573","Rs 24,75,755"
7826,V.srinivasa,KOLAR,IND,0,12th Pass,"Rs 1,12,000",Rs 0
7827,V.t.ikramul Haque,PONNANI,SDPI,0,10th Pass,"Rs 1,51,85,342",Rs 0
7828,Vadaliya Kalubhai Malubhai,SURENDRANAGAR,IND,0,8th Pass,"Rs 3,30,500",Rs 0
7829,Vadapalli Raghunadh,MACHILIPATNAM,Pyramid Party of India,0,Graduate,"Rs 15,70,000","Rs 2,23,000"
7830,Vaddi Winston Churchil,AMALAPURAM,IND,0,12th Pass,"Rs 2,95,000",Rs 0
7831,Vadhel Vijaykumar Manjibhai,AHMEDABAD EAST,Hindusthan Nirman Dal,0,10th Pass,"Rs 2,12,240",Rs 0
7832,Vadivel Ravanan,NAGAPATTINAM,PMK,0,Illiterate,"Rs 12,83,271",Rs 0
7833,"Vadivel, A.",ARAKKONAM,IND,0,10th Pass,"Rs 1,57,800",Rs 0
7834,Vadivel.r,NAMAKKAL,Ulzaipali Makkal Katchy,0,12th Pass,"Rs 1,36,000",Rs 0
7835,"Vadivelu, P.",PERAMBALUR,IND,1,12th Pass,"Rs 7,50,000",Rs 0
7836,Vadlamuri Krishna Swaroop,ANAKAPALLE,Dalita Bahujana Party,0,Post Graduate,Nil,Rs 0
7837,Vaghda Jivabhai Devabhai,PATAN,IND,0,5th Pass,"Rs 65,50,000","Rs 15,00,000"
7838,Vaghela Bharatbhai Parsotambhai,ANAND,IND,0,12th Pass,"Rs 6,500",Rs 0
7839,Vaghela Kishorsinh Mohabbatsinh,GANDHINAGAR,IND,0,8th Pass,"Rs 6,35,850","Rs 1,25,000"
7840,Vaghela Liladharbhai Khodaji,PATAN,BJP,0,Graduate Professional,"Rs 1,53,84,027",Rs 0
7841,Vaghela Narendrabhai Savjibhai,BHAVNAGAR,IND,0,8th Pass,"Rs 59,000",Rs 0
7842,Vaghela Prakashbhai Bachubhai,SURENDRANAGAR,IND,0,5th Pass,"Rs 27,000",Rs 0
7843,Vaghela Shankersinh,SABARKANTHA,INC,0,Post Graduate,"Rs 21,35,76,053",Rs 0
7844,Vagish Pathak,BADAUN,BJP,0,Post Graduate,"Rs 13,89,95,758","Rs 4,26,44,117"
7845,Vahora Firojbhai Walimahamad,ANAND,IND,0,8th Pass,"Rs 14,209",Rs 0
7846,Vaidy Hansraj Dadarao,NANDED,BSP,0,Graduate Professional,"Rs 2,41,05,918","Rs 10,00,000"
7847,Vaiko,VIRUDHUNAGAR,MDMK,6,Post Graduate,"Rs 3,61,16,391","Rs 1,37,545"
7848,Vaishali Ali,SITAPUR,INC,0,Graduate Professional,"Rs 4,34,45,878",Rs 0
7849,Vaishali Surendra Borde,MAVAL,IND,0,Graduate Professional,"Rs 78,806",Rs 0
7850,Vaishali Surendra Borde,MUMBAI SOUTH CENTRAL,IND,0,Graduate Professional,"Rs 78,806",Rs 0
7851,Vaithiyanathan S,TIRUVANNAMALAI,IND,0,12th Pass,"Rs 11,20,000",Rs 0
7852,Vakati Narayana Reddy,NELLORE,INC,0,Graduate,"Rs 2,51,38,66,365","Rs 45,93,22,369"
7853,Vakil Vinzuda Ranjitbhai,PORBANDAR,IND,0,Graduate Professional,"Rs 52,84,000",Rs 0
7854,"Valaiyapathi, R.",KARUR,AAP,0,Graduate,"Rs 1,29,42,916",Rs 0
7855,Vallal Peruman,CHIDAMBARAM,INC,0,Graduate Professional,"Rs 2,57,21,400","Rs 46,25,000"
7856,Valodara Vrajlal Jivabhai,AMRELI,IND,0,Literate,"Rs 31,000",Rs 0
7857,Vanaroja R,TIRUVANNAMALAI,AIADMK,0,Post Graduate,"Rs 37,00,000",Rs 0
7858,Vangala Sreenivasa Reddy,NANDYAL,IND,1,Graduate,"Rs 50,50,000","Rs 6,50,000"
7859,Vangalapudi Yeshayya,NARSAPURAM,IND,0,5th Pass,"Rs 7,32,000",Rs 0
7860,Vaniya Ajmalbhai Ramabhai,GANDHINAGAR,Bahujan Mukti Party,0,Graduate,"Rs 1,02,26,914",Rs 0
7861,Vaniya Gangajibhai,JAMNAGAR,IND,0,10th Pass,"Rs 17,80,000","Rs 50,000"
7862,Vanka Ravindranath S/o Satyanarayana,NARSAPURAM,Yuvajana Sramika Rythu Congress Party,0,12th Pass,"Rs 1,26,79,07,245",Rs 0
7863,Vankar Manilal Bhanabhai,PANCHMAHAL,IND,0,8th Pass,"Rs 5,60,000","Rs 50,000"
7864,Vappan,WAYANAD,BSP,0,Graduate Professional,"Rs 37,25,000","Rs 8,88,817"
7865,Varadan. M,KALLAKURICHI,IND,0,Post Graduate,"Rs 15,31,000","Rs 9,75,000"
7866,Varaprasad Rao Velagapalli,TIRUPATI,Yuvajana Sramika Rythu Congress Party,0,Doctorate,"Rs 12,91,28,388","Rs 31,32,962"
7867,Varikuppala Krishna,BHONGIR,IND,1,8th Pass,"Rs 1,19,76,000","Rs 24,00,000"
7868,Varikuti Amruthapani,BAPATLA,Yuvajana Sramika Rythu Congress Party,0,Post Graduate,"Rs 5,26,33,913","Rs 1,46,62,335"
7869,Varinder Singh,GURDASPUR,CPI,0,Graduate Professional,"Rs 1,01,000",Rs 0
7870,Varis Ali,TONK SAWAI MADHOPUR,Awami Aamjan Party,0,8th Pass,"Rs 27,96,100",Rs 0
7871,Varsha Govind Tidke,BHANDARA GONDIYA,IND,0,10th Pass,"Rs 2,94,378",Rs 0
7872,Varun Gandhi,SULTANPUR,IND,0,Graduate,"Rs 36,05,200","Rs 35,000"
7873,Vasanagouda Bhandi,BAGALKOT,IND,0,12th Pass,"Rs 8,75,000",Rs 0
7874,Vasantha Kumar H.,KANNIYAKUMARI,INC,5,Post Graduate,"Rs 2,85,77,86,803","Rs 87,60,85,097"
7875,Vasantha Kumar L.,KANNIYAKUMARI,IND,0,10th Pass,"Rs 34,23,600","Rs 2,20,000"
7876,Vasantheesvaran E.,KANNIYAKUMARI,IND,0,8th Pass,"Rs 4,00,000",Rs 0
7877,Vasanthi.m,TENKASI,AIADMK,0,Post Graduate,"Rs 2,40,14,922",Rs 0
7878,Vasantrao Sukhdev Dandage,BULDHANA,SP,0,Graduate,"Rs 23,36,40,000",Rs 0
7879,Vasava Kishorbhai Chhotubhai,SURAT,JD(U),17,10th Pass,"Rs 4,40,83,000","Rs 1,05,00,000"
7880,Vasava Prafulbhai Devjibhai,CHHOTA UDAIPUR,JD(U),0,Doctorate,"Rs 1,60,000",Rs 0
7881,Vasave Amit Sheklal,NANDURBAR,BSP,0,12th Pass,"Rs 51,000",Rs 0
7882,Vasdeo,AMETHI,CPI(ML) Red Star,0,Graduate Professional,"Rs 14,72,692","Rs 85,325"
7883,"Vasigaran, S.a.n. Thiru",SRIPERUMBUDUR,AAP,0,12th Pass,"Rs 2,59,529",Rs 0
7884,Vasudeva Rao Boddu,SRIKAKULAM,CPI(ML)L,0,5th Pass,"Rs 30,000",Rs 0
7885,Vasuki .u,CHENNAI NORTH,CPI(M),0,Graduate,"Rs 2,01,87,812","Rs 32,12,000"
7886,Vasundhara,DOMARIYAGANJ,INC,0,Graduate,"Rs 4,90,22,328","Rs 11,89,759"
7887,Vattikuti Ramarao Goud,MALKAJGIRI,IND,5,Doctorate,"Rs 6,30,000",Rs 0
7888,Ved Pal,BHIWANI MAHENDRAGARH,BSP,6,8th Pass,"Rs 7,00,84,365","Rs 40,37,541"
7889,Ved Prakash,NEW DELHI,IND,0,10th Pass,"Rs 1,04,78,697",Rs 0
7890,Ved Prakash Mall,DEORIA,JD(U),0,Not Given,"Rs 84,27,012","Rs 11,30,000"
7891,Vedpal Shasatri,AMETHI,VANCHITSAMAJ INSAAF PARTY,0,Graduate,"Rs 1,000",Rs 0
7892,Vedparkash Bhartiya,BHIWANI MAHENDRAGARH,IND,0,10th Pass,"Rs 33,78,000","Rs 1,60,000"
7893,Veena Ajaya Kumar,KADAPA,INC,0,Graduate Professional,"Rs 17,69,300",Rs 0
7894,Veena Bharti,KARAKAT,Janvadi Party(Socialist),0,8th Pass,"Rs 7,29,000",Rs 0
7895,Veena Devi,MUNGER,LJP,0,8th Pass,"Rs 3,11,62,836",Rs 0
7896,Veer Shesherao Chokhoba,BEED,IND,0,Graduate,Nil,Rs 0
7897,Veera Anil Kumar Reddy Gandluru,KADAPA,JD(S),0,Graduate Professional,"Rs 1,36,21,087","Rs 3,00,000"
7898,Veerabhadrappa Kabbinad,HAVERI,IND,0,5th Pass,"Rs 2,500",Rs 0
7899,Veeramalai.a,TIRUCHIRAPPALLI,IND,0,12th Pass,"Rs 33,56,000",Rs 0
7900,Veerchandra Paswan,HAJIPUR,SP,2,Post Graduate,"Rs 2,06,27,777","Rs 1,01,383"
7901,Veerendrakumar,PALAKKAD,IND,0,5th Pass,"Rs 8,35,000","Rs 66,000"
7902,Vegad Nathabhai (vegadbhai Pragnachakshu Umedvar),BHAVNAGAR,IND,0,12th Pass,"Rs 80,000",Rs 0
7903,Veilumuthukumar.p,TIRUNELVELI,IND,0,10th Pass,"Rs 30,000",Rs 0
7904,Vel.s.k,NAMAKKAL,DMDK,0,Graduate Professional,"Rs 9,34,14,188","Rs 2,00,86,406"
7905,Velani Shantilal Karamshih,SABARKANTHA,IND,0,5th Pass,"Rs 54,69,370",Rs 0
7906,Velaram,UDAIPUR,AAP,1,Doctorate,"Rs 1,02,72,231",Rs 0
7907,Velayudhan K. P.,KOZHIKODE,BSP,0,10th Pass,"Rs 35,39,300","Rs 5,00,000"
7908,"Velayutham, C.",PERAMBALUR,IND,0,5th Pass,"Rs 81,000",Rs 0
7909,Velchsamy .r,RAMANATHAPURAM,IND,0,8th Pass,"Rs 27,50,000",Rs 0
7910,Velladhurai A,SIVAGANGA,Ezhuchi Tamilargal Munnetra Kazhagam,0,8th Pass,"Rs 23,97,000",Rs 0
7911,Velladurai.p.,TENKASI,IND,0,Others,"Rs 7,88,500","Rs 80,000"
7912,Velmurugan A,TIRUVANNAMALAI,IND,0,Others,"Rs 50,000",Rs 0
7913,Velthuru Mallaiah,PEDDAPALLE,Republican Paksha (Khoripa),0,10th Pass,"Rs 21,55,000",Rs 0
7914,Velu V,BANGALORE NORTH,BSP,1,8th Pass,"Rs 21,00,000",Rs 0
7915,"Velu, D.",ARAKKONAM,IND,0,8th Pass,"Rs 10,00,000",Rs 0
7916,"Velu, R.",ARAKKONAM,PMK,1,Doctorate,"Rs 2,24,14,897",Rs 0
7917,"Velu, R.",ARAKKONAM,IND,0,10th Pass,"Rs 2,51,116",Rs 0
7918,"Velu, V.",ARAKKONAM,IND,0,12th Pass,"Rs 7,97,612",Rs 0
7919,Velusamy.s,NAMAKKAL,Tamil Nadu Makkal Congress,1,10th Pass,"Rs 64,95,000","Rs 19,30,000"
7920,Vemula Krishna Rao,ONGOLE,BSP,0,Graduate Professional,"Rs 1,00,000",Rs 0
7921,Venkanna Kannam,WARANGAL,Marxist Communist Party of India (United),0,12th Pass,"Rs 8,01,000","Rs 1,00,000"
7922,Venkanna Neerudu,WARANGAL,Bahujan Mukti Party,0,Post Graduate,"Rs 40,05,000","Rs 1,37,00,000"
7923,Venkat Reddy Surakanti,MALKAJGIRI,Pyramid Party of India,0,Graduate Professional,"Rs 21,55,818",Rs 0
7924,Venkata Appala Narasimha Rao Karra,KAKINADA,IND,0,Graduate Professional,"Rs 30,41,950","Rs 3,14,257"
7925,Venkata Rama Rao Uppala,ELURU,Pyramid Party of India,0,10th Pass,"Rs 39,23,000",Rs 0
7926,Venkata Swetha Chalapathi Kumara Krishna Rangarao Ravu,VIZIANAGARAM,Yuvajana Sramika Rythu Congress Party,0,12th Pass,"Rs 13,85,15,567","Rs 1,61,35,804"
7927,Venkatesan G,DINDIGUL,IND,0,10th Pass,"Rs 6,98,182",Rs 0
7928,Venkatesan S,VILUPPURAM,IND,0,Graduate,"Rs 2,10,391",Rs 0
7929,"Venkatesan, R.",VELLORE,IND,0,10th Pass,"Rs 3,30,500",Rs 0
7930,Venkatesh Babu .t.g,CHENNAI NORTH,AIADMK,0,Post Graduate,"Rs 3,70,38,275","Rs 8,04,032"
7931,Venkatesh D T,CHIKKBALLAPUR,IND,0,Post Graduate,"Rs 25,00,000","Rs 1,50,000"
7932,Venkatesh.a,TIRUNELVELI,IND,0,Post Graduate,"Rs 9,33,000","Rs 2,80,000"
7933,Venkateswara Rao Maganti,ELURU,TDP,2,10th Pass,"Rs 12,93,94,729","Rs 5,52,94,433"
7934,Vennila. K,KALLAKURICHI,IND,0,10th Pass,"Rs 23,90,900","Rs 2,00,000"
7935,Venu Esampelly,WARANGAL,AIFB,0,10th Pass,"Rs 12,500",Rs 0
7936,Venu Gopal.p,HYDERABAD,BSP,0,Post Graduate,"Rs 50,000",Rs 0
7937,Venugopal P.,TIRUVALLUR,IND,0,10th Pass,"Rs 2,62,854",Rs 0
7938,Venugopal Rachineni,KADAPA,Rashtriya Praja Congress (Secular),1,Not Given,"Rs 18,30,795","Rs 85,435"
7939,Venugopal Shastri Tumuluri,NANDED,IND,0,Graduate Professional,"Rs 58,10,377","Rs 1,80,068"
7940,Venugopal. P. Dr.,TIRUVALLUR,AIADMK,0,Graduate Professional,"Rs 2,86,43,502","Rs 17,68,538"
7941,Venus Habib,SOUTH GOA,IND,0,Graduate,"Rs 47,33,543",Rs 0
7942,Vetriselvam. K,TIRUVALLUR,IND,0,10th Pass,"Rs 62,000",Rs 0
7943,Vetrivel .s,RAMANATHAPURAM,IND,0,Graduate,"Rs 30,000",Rs 0
7944,Viajy Bharti,BANKA,Rajnaitik Vikalp Party,0,10th Pass,"Rs 3,53,558",Rs 0
7945,Vichare Rajan Baburao,THANE,SHS,13,10th Pass,"Rs 9,85,43,902","Rs 1,30,54,217"
7946,Vidhanchandra Rana,HAJIPUR,Samajwadi Janata Party (Rashtriya),0,Graduate,"Rs 4,30,000",Rs 0
7947,Vifiya Devi Urf Vikiya Devi,HAJIPUR,IND,0,Literate,"Rs 1,38,000",Rs 0
7948,"Vigneshwaran, M.",KARUR,IND,0,Graduate Professional,"Rs 2,60,000",Rs 0
7949,Vigyan Modi,JODHPUR,AAP,0,Others,"Rs 1,32,65,789","Rs 4,09,622"
7950,Vijamalla Chitti Babu,KAKINADA,IND,1,Graduate,"Rs 45,000",Rs 0
7951,Vijay S/o Subedar,SULTANPUR,IND,0,12th Pass,"Rs 16,13,786","Rs 1,00,000"
7952,Vijay Bahadur Singh,LUCKNOW,Manavtawadi Samaj Party,0,Post Graduate,"Rs 41,22,000",Rs 0
7953,Vijay Bhimrao Nikam,JALGAON,IND,0,12th Pass,"Rs 30,500",Rs 0
7954,Vijay Chaudhary,JALAUN,INC,0,Post Graduate,"Rs 64,55,485",Rs 0
7955,"Vijay Elanchezian, J.",VELLORE,INC,0,Graduate Professional,"Rs 98,00,356",Rs 0
7956,Vijay Hans,JALANDHAR,Democratic Bharatiya Samaj Party,0,10th Pass,"Rs 6,20,000",Rs 0
7957,Vijay Inder Singla,SANGRUR,INC,0,Graduate Professional,"Rs 14,73,78,890","Rs 1,38,63,761"
7958,Vijay Kant Mishra,DHANBAD,IND,0,12th Pass,"Rs 5,60,000",Rs 0
7959,Vijay Kumar,SHRAWASTI,IND,0,Graduate,"Rs 10,55,000",Rs 0
7960,Vijay Kumar,JAMMU,IND,0,8th Pass,"Rs 5,20,000","Rs 50,000"
7961,Vijay Kumar,NORTH WEST DELHI,RPI(A),0,Graduate,"Rs 58,80,000",Rs 0
7962,Vijay Kumar,JALANDHAR,IND,0,5th Pass,"Rs 32,820",Rs 0
7963,Vijay Kumar,HOSHIARPUR,SARVAJAN SAMAJ PARTY (D),0,Illiterate,"Rs 8,61,000",Rs 0
7964,Vijay Kumar,BATHINDA,IND,2,10th Pass,"Rs 6,60,000",Rs 0
7965,Vijay Kumar,ALMORA,CPI(ML)L,0,Literate,"Rs 1,51,500",Rs 0
7966,Vijay Kumar,MADHUBANI,IND,0,12th Pass,"Rs 51,300",Rs 0
7967,Vijay Kumar Chourasiya,KODARMA,AAP,1,Graduate,"Rs 37,04,548","Rs 6,20,968"
7968,Vijay Kumar Hansdak,RAJMAHAL,JMM,1,5th Pass,"Rs 68,63,306",Rs 0
7969,Vijay Kumar Kampani,HARDWAR,Poorvanchal Rashtriya Congress,1,Post Graduate,"Rs 2,74,13,440","Rs 10,00,000"
7970,Vijay Kumar Mahato,HOOGHLY,BSP,1,8th Pass,"Rs 2,08,700",Rs 0
7971,Vijay Kumar Mandal,ARARIA,JD(U),1,10th Pass,"Rs 43,26,107",Rs 0
7972,Vijay Kumar Patel,MAHASAMUND,IND,0,Post Graduate,"Rs 32,49,000",Rs 0
7973,Vijay Kumar Ram,SAMASTIPUR,Rajnaitik Vikalp Party,0,12th Pass,"Rs 17,000",Rs 0
7974,Vijay Kumar Sahni,VAISHALI,JD(U),2,12th Pass,"Rs 1,19,29,261","Rs 58,282"
7975,Vijay Kumar Sahni,PATNA SAHIB,IND,0,Graduate,"Rs 75,28,500",Rs 0
7976,Vijay Kumar Sen,BHOPAL,CPI(ML) Red Star,1,Graduate,"Rs 34,000",Rs 0
7977,Vijay Kumar Sharma,HISAR,IND,0,Post Graduate,"Rs 27,30,250",Rs 0
7978,Vijay Kumar Sharma,AKBARPUR,IND,0,Graduate,"Rs 77,99,428","Rs 16,50,000"
7979,Vijay Kumar Singh,GHAZIABAD,BJP,2,Doctorate,"Rs 4,11,37,044","Rs 20,26,774"
7980,Vijay Kumar Singh,MADHEPURA,BJP,4,Graduate,"Rs 1,62,10,739","Rs 15,98,602"
7981,Vijay Kumar Tiwari,DHAURAHRA,IND,0,Post Graduate,"Rs 8,44,228","Rs 19,681"
7982,Vijay Kumar Upadhyay,GHOSI,Rashtriya Krantikari Samajwadi Party,0,10th Pass,"Rs 2,66,472",Rs 0
7983,Vijay Laxman Sarode,PUNE,IND,0,12th Pass,"Rs 71,000",Rs 0
7984,Vijay Pal,BULANDSHAHR,Rashtriya Janpriya Party,0,8th Pass,"Rs 1,59,000",Rs 0
7985,Vijay Prakash,BANDA,IND,0,8th Pass,"Rs 1,70,000",Rs 0
7986,Vijay Prakash Jaisawal,VARANASI,BSP,1,10th Pass,"Rs 80,26,609","Rs 30,47,643"
7987,Vijay Raj,FARIDABAD,IND,0,Post Graduate,"Rs 20,35,329",Rs 0
7988,Vijay Ram,NAWADA,Moolniwasi Samaj Party,1,10th Pass,"Rs 2,21,500",Rs 0
7989,Vijay Sampla,HOSHIARPUR,BJP,0,10th Pass,"Rs 1,51,64,322","Rs 40,20,543"
7990,Vijay Shankar Chaubey,CHANDNI CHOWK,IND,0,12th Pass,"Rs 21,05,641",Rs 0
7991,Vijay Singh Kori,BHIND,AIFB,0,10th Pass,"Rs 4,03,800",Rs 0
7992,Vijay Singh Kushwaha,FATEHPUR SIKRI,Sanyukt Samajwadi Dal,0,10th Pass,"Rs 2,00,000",Rs 0
7993,"Vijay, J.",KARUR,IND,0,Graduate Professional,"Rs 4,54,000",Rs 0
7994,Vijaya Chakravarthy Panthagada,AMALAPURAM,Republican Party of India (Khobragade),0,Post Graduate,"Rs 5,20,000",Rs 0
7995,Vijaya Harsha Kumar Geddam,AMALAPURAM,Jai Samaikyandhra Party,2,Post Graduate,"Rs 1,13,84,157","Rs 40,50,000"
7996,Vijaya Kumar,UDUPI CHIKMAGALUR,CPI,0,Others,"Rs 30,85,000","Rs 2,15,000"
7997,Vijaya Kumar .k,CHENNAI NORTH,Tamil Nadu Makkal Congress,0,12th Pass,"Rs 30,00,000","Rs 4,00,000"
7998,Vijaya Kumari Govada,ELURU,Prem Janata Dal,0,10th Pass,"Rs 60,000",Rs 0
7999,Vijaya Ray,CHITTORGARH,Rajasthan Vikas Party,0,Graduate,"Rs 3,18,693",Rs 0
8000,Vijayakumar S,ERODE,IND,0,Graduate,"Rs 10,25,551",Rs 0
8001,Vijayakumar.p,TIRUCHIRAPPALLI,IND,0,12th Pass,"Rs 10,72,802","Rs 1,58,660"
8002,Vijayamma Yaduguri Sandinti,VISAKHAPATNAM,Yuvajana Sramika Rythu Congress Party,0,10th Pass,"Rs 2,19,39,132",Rs 0
8003,Vijayan Ambalakkad,ALATHUR,IND,2,10th Pass,"Rs 8,25,077",Rs 0
8004,Vijayan. A.k.s,NAGAPATTINAM,DMK,0,Post Graduate,"Rs 2,81,40,439","Rs 39,25,882"
8005,Vijayanand Shankarrao Shinde,MUMBAI NORTH WEST,Hindusthan Nirman Dal,0,Graduate Professional,"Rs 32,96,000",Rs 0
8006,Vijayaraghavan,KOZHIKODE,IND,0,8th Pass,"Rs 20,06,500",Rs 0
8007,Vijayaraghavan .k,KOZHIKODE,IND,0,8th Pass,"Rs 20,06,500",Rs 0
8008,Vijaybhay N. Bhoya,DADRA AND NAGAR HAVELI,JD(U),0,12th Pass,"Rs 58,000","Rs 16,240"
8009,Vijaykumar.amg,TIRUCHIRAPPALLI,DMDK,0,12th Pass,"Rs 11,91,79,136","Rs 1,73,55,409"
8010,Vijaypal,BANSWARA,BSP,0,Post Graduate,"Rs 7,40,000",Rs 0
8011,Vijeet Kumar,AURANGABAD,IND,0,Graduate,"Rs 4,00,000",Rs 0
8012,Vijendra Singh,RAMPUR,Rashtriya Congress (Babu Jagjivanram),0,Literate,"Rs 3,30,48,000",Rs 0
8013,Vikas,HISAR,IND,3,Graduate,"Rs 4,73,900",Rs 0
8014,Vikas Basavantappa Soppin,DHARWAD,IND,0,Graduate Professional,"Rs 60,39,592","Rs 13,79,613"
8015,Vikas Chandra Sharma,RANCHI,CPI(ML) Red Star,0,Post Graduate,"Rs 1,26,000",Rs 0
8016,Vikas Sharma,GWALIOR,Bharatiya Navyuvak Party,0,10th Pass,"Rs 51,00,000",Rs 0
8017,Vikas Sudam Kusekar,SHIRUR,AIFB,0,Graduate Professional,"Rs 40,55,000","Rs 1,25,000"
8018,Vikram Ashok Sawale,OSMANABAD,AAP,0,Graduate,"Rs 5,08,91,116","Rs 1,41,639"
8019,Vikram Usendi,KANKER,BJP,0,10th Pass,"Rs 2,33,76,000","Rs 8,69,000"
8020,Vikram Uttam Kasabe,SOLAPUR,IND,0,Post Graduate,"Rs 99,228",Rs 0
8021,Vikrant,JABALPUR,IND,0,10th Pass,"Rs 3,23,500",Rs 0
8022,Vimal,SIKAR,Jai Maha Bharath Party,0,Graduate Professional,"Rs 88,000",Rs 0
8023,Vimal Kumar,MORADABAD,AAP,0,Graduate,"Rs 24,56,083","Rs 7,31,000"
8024,Vimal Kumar Yadav,JAUNPUR,IND,0,Graduate,"Rs 12,70,000",Rs 0
8025,Vimal Patel (endhal),NAVSARI,IND,0,12th Pass,"Rs 1,26,000",Rs 0
8026,Vimla Devi,FARRUKHABAD,IND,0,10th Pass,"Rs 7,74,907",Rs 0
8027,Vimla Shoree,BASTAR,CPI,0,Graduate Professional,"Rs 15,20,000","Rs 2,00,000"
8028,Vimla Umar,BHARATPUR,AITC,0,8th Pass,"Rs 65,79,500","Rs 7,30,000"
8029,Vimlesh,HAMIRPUR,IND,0,10th Pass,"Rs 29,62,000",Rs 0
8030,Vimlesh Tripathi,MAHARAJGANJ,Naitik Party,0,Graduate,"Rs 50,07,000",Rs 0
8031,Vinai Kumar Singh,CHANDAULI,Indian National League,0,Doctorate,"Rs 1,80,10,600",Rs 0
8032,Vinay,ETAH,Bhartiya Shakti Chetna Party,0,Graduate,"Rs 85,58,000",Rs 0
8033,Vinay,NORTH EAST DELHI,Bharatiya Sarvodaya Kranti Party,0,12th Pass,"Rs 42,74,100",Rs 0
8034,Vinay Kulkarni,DHARWAD,INC,2,12th Pass,"Rs 11,18,90,685","Rs 65,39,376"
8035,Vinay Kumar,SAGAR,Bhartiya Shakti Chetna Party,0,12th Pass,"Rs 9,13,873","Rs 44,000"
8036,Vinay Kumar Jain,JABALPUR,IND,0,10th Pass,"Rs 3,21,98,461","Rs 16,37,760"
